"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Jackson Do Pandeiro","Avery","F","13","Watkins","157.51791","paid","San Jose-Sunnyvale-Santa Clara, CA","691","O Canto Da Ema","30"
"Kid Cudi","Celeste","F","0","Williams","227.34322","free","Klamath Falls, OR","860","Up Up & Away","53"
"Kate Voegele","Layla","F","8","Griffin","218.01751","paid","Lake Havasu City-Kingman, AZ","809","You Can't Break A Broken Heart","24"
"Bill Withers","Avery","F","14","Watkins","383.73832","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Make Love To Your Mind","30"
"Matt Redman","Sylvie","F","0","Cruz","303.46404","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","864","Blessed Be Your Name","10"
"Stacie Orrico","Celeste","F","1","Williams","225.35791","free","Klamath Falls, OR","860","Stuck (Album Version)","53"
"Shadows Fall","Layla","F","9","Griffin","220.3424","paid","Lake Havasu City-Kingman, AZ","809","War","24"
"The Killers","Avery","F","16","Watkins","246.80444","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Read My Mind","30"
"Atmosphere","Avery","F","17","Watkins","257.38404","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Trying To Find A Balance","30"
"La Ley","Emily","F","0","Benson","271.69914","paid","Augusta-Richmond County, GA-SC","852","DÃÂ­a cero","58"
"Jackson C. Frank","Avery","F","18","Watkins","164.04853","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Halloween Is Black As Night","30"
"Juno Reactor","Avery","F","19","Watkins","365.40036","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Masters Of Universe","30"
"Kid Cudi","Emily","F","1","Benson","220.89098","paid","Augusta-Richmond County, GA-SC","852","Sky Might Fall","58"
"Luza","Mohammad","M","0","Rodriguez","76.66893","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Outro","88"
"Mayday Parade","Emily","F","2","Benson","247.92771","paid","Augusta-Richmond County, GA-SC","852","Take This To Heart (Album)","58"
"Tokio Hotel","Mohammad","M","1","Rodriguez","220.3424","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Totgeliebt","88"
"Madonna","Avery","F","20","Watkins","260.75383","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Beautiful Stranger","30"
"Sneaker Pimps","Emily","F","3","Benson","246.22975","paid","Augusta-Richmond County, GA-SC","852","Walking Zero","58"
"Dido","Mohammad","M","2","Rodriguez","217.83465","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Thank You","88"
"Static-X","Avery","F","21","Watkins","134.13832","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Monster (Album Version)","30"
"Golden Smog","Emily","F","4","Benson","222.69342","paid","Augusta-Richmond County, GA-SC","852","Ill Fated","58"
"504 Boyz","Avery","F","22","Watkins","269.03465","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Tight Whips","30"
"The Ruts","Makinley","F","5","Jones","338.96444","free","Chicago-Naperville-Elgin, IL-IN-WI","732","West One (Shine On Me)","17"
"Beanfield","Mohammad","M","3","Rodriguez","366.0273","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Human Patterns","88"
"Florence + The Machine","Emily","F","5","Benson","219.66322","paid","Augusta-Richmond County, GA-SC","852","Dog Days Are Over (Radio Edit)","58"
"Pepper","Avery","F","23","Watkins","235.31057","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Dry Spell (LP Version)","30"
"Florence + The Machine","Mohammad","M","4","Rodriguez","206.47138","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Hardest Of Hearts","88"
"Coldplay","Emily","F","6","Benson","294.1122","paid","Augusta-Richmond County, GA-SC","852","Fix You","58"
"Coldplay","Avery","F","24","Watkins","228.77995","paid","San Jose-Sunnyvale-Santa Clara, CA","691","In My Place","30"
"Boys Like Girls featuring Taylor Swift","Emily","F","7","Benson","242.83383","paid","Augusta-Richmond County, GA-SC","852","Two Is Better Than One","58"
"Everclear","Avery","F","25","Watkins","222.61506","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Summerland","30"
"Erasure","Mohammad","M","9","Rodriguez","242.28526","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Always (7'' Mix)","88"
"Two Door Cinema Club","Avery","F","26","Watkins","209.73669","paid","San Jose-Sunnyvale-Santa Clara, CA","691","This Is The Life","30"
"Serj Tankian","Emily","F","9","Benson","281.46893","paid","Augusta-Richmond County, GA-SC","852","Saving Us (Album Version)","58"
"Mamonas Assassinas","Avery","F","27","Watkins","156.682","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Jumento Celestino","30"
"Sara Groves","Mohammad","M","12","Rodriguez","287.45098","paid","Sacramento--Roseville--Arden-Arcade, CA","812","What Do I Know","88"
"Antonio Carlos Jobim","Emily","F","10","Benson","151.77098","paid","Augusta-Richmond County, GA-SC","852","Ela E Carioca","58"
"Jorge Drexler","Avery","F","28","Watkins","212.55791","paid","San Jose-Sunnyvale-Santa Clara, CA","691","La Huella De Tu Mirada","30"
"Antony & The Johnsons","Emily","F","11","Benson","100.51873","paid","Augusta-Richmond County, GA-SC","852","What Can I Do?","58"
"The Fugees","Mohammad","M","13","Rodriguez","281.20771","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Ready Or Not","88"
"Matt Costa","Emily","F","12","Benson","215.17016","paid","Augusta-Richmond County, GA-SC","852","Behind The Moon","58"
"Limp Bizkit","Avery","F","29","Watkins","270.49751","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Behind Blue Eyes","30"
"Florence + The Machine","Emily","F","13","Benson","206.47138","paid","Augusta-Richmond County, GA-SC","852","Hardest Of Hearts","58"
"She & Him","Mohammad","M","14","Rodriguez","134.32118","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Black Hole","88"
"the bird and the bee","Avery","F","30","Watkins","229.32853","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Baby","30"
"Lonnie Gordon","Mohammad","M","15","Rodriguez","181.21098","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","88"
"Five Iron Frenzy","Emily","F","14","Benson","236.09424","paid","Augusta-Richmond County, GA-SC","852","Canada","58"
"Epidemic","Avery","F","31","Watkins","198.89587","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Walk Away (Single/LP Version)","30"
"BjÃÂ¶rk","Mohammad","M","16","Rodriguez","348.57751","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Undo","88"
"TV On The Radio","Emily","F","15","Benson","336.48281","paid","Augusta-Richmond County, GA-SC","852","Love Dog","58"
"Prince & The Revolution","Avery","F","32","Watkins","227.65669","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Kiss (LP Version)","30"
"Paramore","Mohammad","M","17","Rodriguez","267.65016","paid","Sacramento--Roseville--Arden-Arcade, CA","812","The Only Exception (Album Version)","88"
"LÃÂ©o FerrÃÂ©","Emily","F","16","Benson","144.53506","paid","Augusta-Richmond County, GA-SC","852","Le Vin De L'Assassin","58"
"No Te Va Gustar","Emily","F","17","Benson","206.99383","paid","Augusta-Richmond County, GA-SC","852","Dejame Bailar","58"
"Kid Cudi / MGMT / Ratatat","Mohammad","M","18","Rodriguez","295.67955","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Pursuit Of Happiness (nightmare)","88"
"Clementina De Jesus","Emily","F","18","Benson","126.58893","paid","Augusta-Richmond County, GA-SC","852","Madrugada","58"
"Guano Apes","Emily","F","19","Benson","273.26649","paid","Augusta-Richmond County, GA-SC","852","Living In A Lie","58"
"Dizmas","Mohammad","M","19","Rodriguez","228.85832","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Night Divine (On A Search In America Album Version)","88"
"Justin Bieber","Mohammad","M","20","Rodriguez","264.35873","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Never Let You Go","88"
"Mark Ronson","Emily","F","20","Benson","238.73261","paid","Augusta-Richmond County, GA-SC","852","Diduntdidunt (featuring Saigon) (Amended Version)","58"
"Betty Carter","Mohammad","M","21","Rodriguez","118.282","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Look No Further","88"
"JosÃÂ© Gonzalez","Emily","F","21","Benson","158.48444","paid","Augusta-Richmond County, GA-SC","852","Heartbeats","58"
"Chris Brown","Mohammad","M","22","Rodriguez","252.05506","paid","Sacramento--Roseville--Arden-Arcade, CA","812","With You","88"
"Elton John","Emily","F","22","Benson","417.01832","paid","Augusta-Richmond County, GA-SC","852","Song For Guy","58"
"Florence + The Machine","Mohammad","M","23","Rodriguez","290.48118","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Rabbit Heart (Raise It Up)","88"
"Moca","Lily","F","0","Burns","305.05751","free","New York-Newark-Jersey City, NY-NJ-PA","885","Latein","32"
"Flogging Molly","Emily","F","24","Benson","333.53098","paid","Augusta-Richmond County, GA-SC","852","What's Left of the Flag","58"
"Carly Simon","Mohammad","M","24","Rodriguez","195.39546","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Boys In The Trees (LP Version)","88"
"The Prodigy","Mohammad","M","25","Rodriguez","225.09669","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Firestarter","88"
"Slipknot","Lily","F","1","Burns","159.76444","free","New York-Newark-Jersey City, NY-NJ-PA","885","Spit It Out [Explicit]","32"
"Baroness","Emily","F","25","Benson","60.29016","paid","Augusta-Richmond County, GA-SC","852","Blackpowder Orchard","58"
"Ricchi E Poveri","Emily","F","26","Benson","256.13016","paid","Augusta-Richmond County, GA-SC","852","La Prima Cosa Bella","58"
"Linkin Park","Mohammad","M","27","Rodriguez","494.99383","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Bleed It Out [Live At Milton Keynes]","88"
"Ed Harcourt","Emily","F","27","Benson","257.74975","paid","Augusta-Richmond County, GA-SC","852","Rain On The Pretty Ones","58"
"India.Arie","Emily","F","28","Benson","326.76526","paid","Augusta-Richmond County, GA-SC","852","India'Song","58"
"Country Joe & The Fish","Mohammad","M","28","Rodriguez","294.76526","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Rockin Round The World","88"
"India.Arie","Emily","F","29","Benson","231.6273","paid","Augusta-Richmond County, GA-SC","852","Beautiful Flower","58"
"Sia","Mohammad","M","29","Rodriguez","208.61342","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Playground","88"
"FONZIE","Emily","F","30","Benson","254.56281","paid","Augusta-Richmond County, GA-SC","852","Wake Up Call","58"
"Phil Wickham","Mohammad","M","30","Rodriguez","273.03138","paid","Sacramento--Roseville--Arden-Arcade, CA","812","The Time Is Now","88"
"Two Door Cinema Club","Emily","F","31","Benson","168.09751","paid","Augusta-Richmond County, GA-SC","852","Undercover Martyn","58"
"T.I.","Mohammad","M","31","Rodriguez","263.02649","paid","Sacramento--Roseville--Arden-Arcade, CA","812","The Greatest [Featuring Mannie Fresh] (Amended Album Version)","88"
"Dominique A","Emily","F","32","Benson","153.20771","paid","Augusta-Richmond County, GA-SC","852","Le Courage Des Oiseaux","58"
"Angus & Julia Stone","Mohammad","M","32","Rodriguez","290.71628","paid","Sacramento--Roseville--Arden-Arcade, CA","812","What You Wanted","88"
"Eels","Emily","F","33","Benson","286.85016","paid","Augusta-Richmond County, GA-SC","852","Not Ready Yet","58"
"David Bowie","Mohammad","M","33","Rodriguez","189.98812","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Let's Spend The Night Together (1999 Digital Remaster)","88"
"Gov't Mule","Emily","F","34","Benson","258.14159","paid","Augusta-Richmond County, GA-SC","852","Mr. Man","58"
"Huntingtons","Mohammad","M","34","Rodriguez","65.85424","paid","Sacramento--Roseville--Arden-Arcade, CA","812","FFT (The Good_ The Bad_ And The Ugly Album Version)","88"
"Kathy Mattea","Mohammad","M","35","Rodriguez","225.59302","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Come Away With Me","88"
"Molotov","Mohammad","M","36","Rodriguez","210.07628","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Frijolero","88"
"Godsmack","Mohammad","M","37","Rodriguez","265.9522","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Moon Baby","88"
"Kings Of Leon","Mohammad","M","38","Rodriguez","237.26975","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Trunk","88"
"Metallica","Aiden","M","0","Hess","415.16363","free","La Crosse-Onalaska, WI-MN","869","Fade To Black","86"
"Raimundos","Aiden","M","1","Hess","131.05587","free","La Crosse-Onalaska, WI-MN","869","Oliver'S Army","86"
"Linkin Park","Aiden","M","2","Hess","494.99383","free","La Crosse-Onalaska, WI-MN","869","Bleed It Out [Live At Milton Keynes]","86"
"Damian Marley / Bunny Wailer","Aiden","M","3","Hess","329.06404","free","La Crosse-Onalaska, WI-MN","869","Confrontation","86"
"Mos Def","Kinsley","F","1","Young","188.86485","paid","Red Bluff, CA","793","Caldonia","85"
"Yann Tiersen","Anabelle","F","0","Simpson","120.39791","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","858","La Valse D'AmÃÂ©lie (Version Orchestre)","69"
"Fatboy Slim","Kinsley","F","2","Young","221.51791","paid","Red Bluff, CA","793","Everybody Needs A 303","85"
"Meg & Dia","Kinsley","F","3","Young","209.26649","paid","Red Bluff, CA","793","Masterpiece (Album Version)","85"
"Chicks On Speed","Kinsley","F","4","Young","263.13098","paid","Red Bluff, CA","793","Wordy Rappinghood","85"
"The Kills","Kinsley","F","5","Young","231.91465","paid","Red Bluff, CA","793","Goodnight Bad Morning","85"
"Jaci Velasquez","Kinsley","F","0","Young","200.95955","paid","Red Bluff, CA","891","Something (Album Version)","85"
"Coldplay","Kinsley","F","1","Young","268.38159","paid","Red Bluff, CA","891","Yellow","85"
"Clannad","Kinsley","F","2","Young","299.62404","paid","Red Bluff, CA","891","Love And Affection","85"
"Black Eyed Peas","Kinsley","F","3","Young","193.88036","paid","Red Bluff, CA","891","Gone Going","85"
"Evanescence","Kinsley","F","4","Young","273.37098","paid","Red Bluff, CA","891","My Immortal (bonus)","85"
"The Mossie","Kinsley","F","5","Young","147.19955","paid","Red Bluff, CA","891","Interlude #1 (Mama)","85"
"Michael W. Smith","Kinsley","F","6","Young","254.79791","paid","Red Bluff, CA","891","Draw Me Close","85"
"The Killers","Kinsley","F","7","Young","258.89914","paid","Red Bluff, CA","891","On Top","85"
"Michael BublÃÂ©","Kinsley","F","8","Young","184.94649","paid","Red Bluff, CA","891","Some Kind Of Wonderful (Non-Album Track)","85"
"Harmonia","Kinsley","F","9","Young","655.77751","paid","Red Bluff, CA","891","Sehr kosmisch","85"
"Bobby Goldsboro","Kinsley","F","10","Young","238.602","paid","Red Bluff, CA","891","Honey","85"
"Creedence Clearwater Revived","Kinsley","F","11","Young","297.87383","paid","Red Bluff, CA","891","Suzy Q","85"
"Ghostland Observatory","Kinsley","F","12","Young","301.13914","paid","Red Bluff, CA","891","Robotique Majestique (Album)","85"
"Feist","Aiden","M","0","Hess","184.94649","free","La Crosse-Onalaska, WI-MN","889","My Moon My Man","86"
"Uncle Kracker","Kinsley","F","13","Young","216.08444","paid","Red Bluff, CA","891","Follow Me (Explicit LP Version)","85"
"Per Gessle","Kinsley","F","14","Young","192.67873","paid","Red Bluff, CA","891","Listen To Your Heart (Cologne)","85"
"Big & Rich","Kinsley","F","15","Young","298.23955","paid","Red Bluff, CA","891","8th Of November (Album Version) (w/o Intro)","85"
"Dead Can Dance","Kinsley","F","16","Young","230.05995","paid","Red Bluff, CA","891","The Writing On My Fathers Hand","85"
"Alliance Ethnik","Kinsley","F","17","Young","195.94404","paid","Red Bluff, CA","891","SinceritÃÂ© Et Jalousie","85"
"DAVE MATTHEWS BAND","Kinsley","F","18","Young","109.50485","paid","Red Bluff, CA","891","#40","85"
"Victor Jara","Kinsley","F","20","Young","105.58649","paid","Red Bluff, CA","891","Ay Mi Palomita (1997 Digital Remaster)","85"
"Rose Royce","Kinsley","F","21","Young","275.9571","paid","Red Bluff, CA","891","Get Up Off Your Fat","85"
"Sex Pistols","Kinsley","F","22","Young","194.63791","paid","Red Bluff, CA","891","Who Was It (Demo Version Of 'EMI')","85"
"Devin Townsend","Kinsley","F","23","Young","436.40118","paid","Red Bluff, CA","891","The fluke","85"
"Szarka Gyula","Kinsley","F","24","Young","243.53914","paid","Red Bluff, CA","891","BorivÃÂ³knak valÃÂ³","85"
"The Clash","Kinsley","F","25","Young","186.06975","paid","Red Bluff, CA","891","I'm Not Down","85"
"DJ Shadow","Kinsley","F","26","Young","549.56363","paid","Red Bluff, CA","891","Blood On The Motorway","85"
"Beck","Kinsley","F","27","Young","139.59791","paid","Red Bluff, CA","891","Lemonade","85"
"Johnny Mathis","Kinsley","F","28","Young","140.93016","paid","Red Bluff, CA","891","Misty","85"
"Nicolai Dunger","Kinsley","F","29","Young","163.65669","paid","Red Bluff, CA","891","Our Filmscore","85"
"Miranda Cosgrove featuring Drake Bell","Kimber","F","1","Norris","161.04444","free","New York-Newark-Jersey City, NY-NJ-PA","488","Leave It All To Me (Theme from iCarly)","47"
"Mitch Ryder & The Detroit Wheels","Tegan","F","65","Levine","205.03465","paid","Portland-South Portland, ME","992","Jenny Take A Ride (LP Version)","80"
"The Spill Canvas","Tegan","F","66","Levine","358.03383","paid","Portland-South Portland, ME","992","The TIde (LP Version)","80"
"Mogwai","Tegan","F","67","Levine","571.19302","paid","Portland-South Portland, ME","992","Two Rights Make One Wrong","80"
"Spor","Tegan","F","68","Levine","380.3424","paid","Portland-South Portland, ME","992","Way Of The Samurai","80"
"DJ Dizzy","Tegan","F","69","Levine","221.1522","paid","Portland-South Portland, ME","992","Sexy Bitch","80"
"Erik Hassle","Tegan","F","70","Levine","183.43138","paid","Portland-South Portland, ME","992","Hurtful","80"
"Phoenix","Ryann","F","2","Smith","207.15057","free","Palestine, TX","964","Holdin' On Together","92"
"Arctic Monkeys","Ryann","F","3","Smith","175.43791","free","Palestine, TX","964","Mardy Bum","92"
"tobyMac","Braden","M","0","Parker","229.69424","free","Youngstown-Warren-Boardman, OH-PA","801","Burn For You","74"
"Jadakiss / Swizz Beatz / OJ Da Juiceman","Martin","M","1","Johnson","191.84281","free","Minneapolis-St. Paul-Bloomington, MN-WI","996","Who's Real","55"
"Florence + The Machine","Tucker","M","0","Garrison","219.66322","free","Oxnard-Thousand Oaks-Ventura, CA","976","Dog Days Are Over (Radio Edit)","40"
"The White Stripes","Tucker","M","1","Garrison","160.31302","free","Oxnard-Thousand Oaks-Ventura, CA","976","Blue Orchid","40"
"Plus One","Emily","F","0","Benson","231.8624","paid","Augusta-Richmond County, GA-SC","887","You (w/o Organ Version)","58"
"Counting Crows","Emily","F","1","Benson","272.79628","paid","Augusta-Richmond County, GA-SC","887","Mr. Jones","58"
"Pickin' On Series","Wyatt","M","0","Scott","199.41832","free","Eureka-Arcata-Fortuna, CA","922","A Different City","9"
"Eminem","Emily","F","2","Benson","320.83546","paid","Augusta-Richmond County, GA-SC","887","Hailie's Song","58"
"Heart","Wyatt","M","1","Scott","270.18404","free","Eureka-Arcata-Fortuna, CA","922","Wild Child","9"
"Sergio Dalma","Emily","F","3","Benson","269.45261","paid","Augusta-Richmond County, GA-SC","887","La Vida Pasa","58"
"AFI","Wyatt","M","6","Scott","256.86159","free","Eureka-Arcata-Fortuna, CA","922","The Interview","9"
"Four Year Strong","Emily","F","4","Benson","199.88853","paid","Augusta-Richmond County, GA-SC","887","This Body Pays The Bill$","58"
"Two Door Cinema Club","Emily","F","5","Benson","168.09751","paid","Augusta-Richmond County, GA-SC","887","Undercover Martyn","58"
"Jim Brickman;Herb Alpert;Bruce Upchurch","Emily","F","6","Benson","199.54893","paid","Augusta-Richmond County, GA-SC","887","Rendezvous","58"
"Dominique A","Emily","F","7","Benson","153.20771","paid","Augusta-Richmond County, GA-SC","887","Le Courage Des Oiseaux","58"
"Pure Ecstasy","Emily","F","8","Benson","238.94159","paid","Augusta-Richmond County, GA-SC","887","Voices","58"
"Juanes","Emily","F","10","Benson","211.77424","paid","Augusta-Richmond County, GA-SC","887","Bailala","58"
"Fountains Of Wayne","Emily","F","11","Benson","197.40689","paid","Augusta-Richmond County, GA-SC","887","Stacy's Mom","58"
"Beastie Boys","Emily","F","12","Benson","211.722","paid","Augusta-Richmond County, GA-SC","887","Unite (2009 Digital Remaster)","58"
"The Black Keys","Emily","F","13","Benson","211.01669","paid","Augusta-Richmond County, GA-SC","887","Tighten Up","58"
"LMFAO","Emily","F","14","Benson","183.74485","paid","Augusta-Richmond County, GA-SC","887","Yes","58"
"David Bowie","Emily","F","15","Benson","174.41914","paid","Augusta-Richmond County, GA-SC","887","Sorrow (1997 Digital Remaster)","58"
"Ben Folds","Emily","F","16","Benson","254.17098","paid","Augusta-Richmond County, GA-SC","887","The Ascent Of Stan","58"
"Kate Voegele","Emily","F","17","Benson","222.64118","paid","Augusta-Richmond County, GA-SC","887","One Way Or Another","58"
"Relient K","Emily","F","18","Benson","238.94159","paid","Augusta-Richmond County, GA-SC","887","Jefferson Aeroplane [Demo]","58"
"Someone Still Loves You Boris Yeltsin","Emily","F","19","Benson","97.35791","paid","Augusta-Richmond County, GA-SC","887","Yr Broom (Cd)","58"
"Luis Miguel","Emily","F","20","Benson","256.13016","paid","Augusta-Richmond County, GA-SC","887","Suena (""Some Day"" end title song ""The Hunchback of Notre Dame"")","58"
"Efecto Mariposa","Emily","F","21","Benson","254.37995","paid","Augusta-Richmond County, GA-SC","887","Por quererte","58"
"Dif Juz","Emily","F","22","Benson","219.16689","paid","Augusta-Richmond County, GA-SC","887","A Starting Point","58"
"Jaci Velasquez","Emily","F","25","Benson","200.95955","paid","Augusta-Richmond County, GA-SC","887","Something (Album Version)","58"
"The Methadones","Emily","F","26","Benson","206.39302","paid","Augusta-Richmond County, GA-SC","887","Falling Forward","58"
"SKOLD vs. KMFDM","Emily","F","27","Benson","254.4322","paid","Augusta-Richmond County, GA-SC","887","It's Not What","58"
"Leatherface","Emily","F","28","Benson","221.09995","paid","Augusta-Richmond County, GA-SC","887","Broken","58"
"Scooter","Emily","F","29","Benson","342.04689","paid","Augusta-Richmond County, GA-SC","887","Suavemente","58"
"Kat DeLuna featuring Busta Rhymes","Emily","F","31","Benson","213.13261","paid","Augusta-Richmond County, GA-SC","887","Run The Show (featuring Busta Rhymes)","58"
"Boys Like Girls","Emily","F","32","Benson","232.22812","paid","Augusta-Richmond County, GA-SC","887","Hero/Heroine","58"
"Amy Winehouse","Emily","F","33","Benson","172.82567","paid","Augusta-Richmond County, GA-SC","887","Monkey Man","58"
"Bebe And Cece Winans","Emily","F","34","Benson","281.59955","paid","Augusta-Richmond County, GA-SC","887","I.O.U. Me","58"
"Metric","Avery","F","1","Martinez","171.25832","paid","Atlanta-Sandy Springs-Roswell, GA","140","Gimme Sympathy","82"
"Coldplay","Emily","F","35","Benson","268.38159","paid","Augusta-Richmond County, GA-SC","887","Yellow","58"
"Metallica","Avery","F","2","Martinez","505.52118","paid","Atlanta-Sandy Springs-Roswell, GA","140","Some Kind Of Monster","82"
"Ok Go","Emily","F","36","Benson","230.29506","paid","Augusta-Richmond County, GA-SC","887","There's A Fire","58"
"Die Mooskirchner","Emily","F","37","Benson","166.922","paid","Augusta-Richmond County, GA-SC","887","Reisende Freunde","58"
"Method Man","Avery","F","3","Martinez","229.53751","paid","Atlanta-Sandy Springs-Roswell, GA","140","Say","82"
"Deadmau5","Emily","F","38","Benson","463.04608","paid","Augusta-Richmond County, GA-SC","887","Slip","58"
"ZZ Top","Avery","F","4","Martinez","354.29832","paid","Atlanta-Sandy Springs-Roswell, GA","140","Tush","82"
"Stone Temple Pilots","Ava","F","0","Robinson","310.25587","free","New Haven-Milford, CT","988","Dead & Bloated (LP Version)","50"
"Jazzamor","Emily","F","40","Benson","195.5522","paid","Augusta-Richmond County, GA-SC","887","cherish (the night_ the life_ the moon)","58"
"The Cranberries","Avery","F","5","Martinez","141.50485","paid","Atlanta-Sandy Springs-Roswell, GA","140","Carry On","82"
"Joe Nichols","Emily","F","41","Benson","232.14975","paid","Augusta-Richmond County, GA-SC","887","Brokenheartsville","58"
"Mutemath","Avery","F","6","Martinez","200.51546","paid","Atlanta-Sandy Springs-Roswell, GA","140","Spotlight","82"
"Whiskeytown","Avery","F","7","Martinez","197.77261","paid","Atlanta-Sandy Springs-Roswell, GA","140","Mirror_ Mirror","82"
"Chingy","Emily","F","42","Benson","266.34404","paid","Augusta-Richmond County, GA-SC","887","Gettin' It","58"
"Die Mooskirchner","Jayden","F","1","Duffy","169.29914","free","Seattle-Tacoma-Bellevue, WA","921","Frisch und g'sund","76"
"Keith Sweat","Avery","F","8","Martinez","56.05832","paid","Atlanta-Sandy Springs-Roswell, GA","140","Telephone Love (LP Version)","82"
"Digitalism","Avery","F","9","Martinez","171.96363","paid","Atlanta-Sandy Springs-Roswell, GA","140","Moonlight","82"
"Fountains Of Wayne","Emily","F","43","Benson","197.40689","paid","Augusta-Richmond County, GA-SC","887","Stacy's Mom","58"
"Simian Mobile Disco","Avery","F","10","Martinez","257.35791","paid","Atlanta-Sandy Springs-Roswell, GA","140","Clock","82"
"Useless I.D.","Emily","F","44","Benson","190.98077","paid","Augusta-Richmond County, GA-SC","887","State Of Fear","58"
"Ashanti","Emily","F","45","Benson","232.25424","paid","Augusta-Richmond County, GA-SC","887","Foolish","58"
"Markus KrunegÃÂ¥rd","Avery","F","11","Martinez","185.5473","paid","Atlanta-Sandy Springs-Roswell, GA","140","Genom tunna tyger","82"
"Billy Idol","Avery","F","12","Martinez","335.38567","paid","Atlanta-Sandy Springs-Roswell, GA","140","Rebel Yell (Acoustic Live on KROQ) (2001 Digital Remaster)","82"
"Abba","Emily","F","46","Benson","189.962","paid","Augusta-Richmond County, GA-SC","887","Hasta Manana","58"
"Santogold","Emily","F","47","Benson","192.46975","paid","Augusta-Richmond County, GA-SC","887","Lights Out","58"
"John Mayer","Avery","F","13","Martinez","494.34077","paid","Atlanta-Sandy Springs-Roswell, GA","140","Come Back To Bed","82"
"Evergreen Terrace","Emily","F","48","Benson","155.92444","paid","Augusta-Richmond County, GA-SC","887","Burned Alive By Time","58"
"Ladytron","Emily","F","49","Benson","215.11791","paid","Augusta-Richmond County, GA-SC","887","Ghosts (Toxic Avenger Mix)","58"
"Feist","Emily","F","50","Benson","184.94649","paid","Augusta-Richmond County, GA-SC","887","My Moon My Man","58"
"Hollywood Undead","Avery","F","15","Martinez","196.41424","paid","Atlanta-Sandy Springs-Roswell, GA","140","Young","82"
"Amorphis","Emily","F","51","Benson","299.07546","paid","Augusta-Richmond County, GA-SC","887","Towards And Against","58"
"Drowning Pool","Avery","F","16","Martinez","201.63873","paid","Atlanta-Sandy Springs-Roswell, GA","140","Bodies","82"
"I-Wayne","Avery","F","17","Martinez","213.86404","paid","Atlanta-Sandy Springs-Roswell, GA","140","Living In Love","82"
"Portishead","Avery","F","18","Martinez","254.04036","paid","Atlanta-Sandy Springs-Roswell, GA","140","Sour Times","82"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Avery","F","19","Martinez","277.15873","paid","Atlanta-Sandy Springs-Roswell, GA","140","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","82"
"Angels and Airwaves","Avery","F","20","Martinez","302.05342","paid","Atlanta-Sandy Springs-Roswell, GA","140","The Gift","82"
"The Crests","Avery","F","21","Martinez","182.88281","paid","Atlanta-Sandy Springs-Roswell, GA","140","16 Candles","82"
"Pet Shop Boys","Avery","F","27","Martinez","299.02322","paid","Atlanta-Sandy Springs-Roswell, GA","140","It's A Sin (2001 Digital Remaster)","82"
"Paramore","Avery","F","29","Martinez","267.65016","paid","Atlanta-Sandy Springs-Roswell, GA","140","The Only Exception (Album Version)","82"
